,Site1,Site2,Site3,Site4,Site5,Site6,Site7
6/6/2009,1947.5,7964.5,6617.5,8673.5,6361.5,8798.5,8535
6/7/2009,6678,8417.5,8453.5,8815.5,7916.5,8639.5,8543.5
6/8/2009,7844,8654.5,8292,8074.5,5861,7532,7161.5
6/9/2009,7222,7442,8044,8556,3171,8359,8028
6/10/2009,6055.5,6115.5,8053,7288,4465.5,7273.5,7287
6/11/2009,4850,8407.5,8447,8499.5,5201.5,8486,8513.5
6/12/2009,4699.5,5125,7057.5,8225,3856.5,8118.5,7898
6/13/2009,5764,8455.5,7681.5,8766,3697.5,8234,7717
6/14/2009,5649,8470,8198,8540.5,7072,8507.5,8104
6/15/2009,6685,7267.5,6783.5,7205.5,5398,8179.5,8430
6/16/2009,7505,6903,7836,7471,7942,6483.5,5364.5
6/17/2009,8304.5,8475.5,8289.5,8493.5,8044.5,7452.5,8167
6/18/2009,9032,8605,8476,8333,8169.5,8328,8152.5
6/19/2009,8025,7804.5,8487.5,7890.5,8166.5,8325,7916.5
6/20/2009,7343,7117,8779,8930,3354.5,8644.5,8247.5
6/21/2009,7155.5,8595,8963.5,9117.5,8134.5,8999.5,8744
6/22/2009,9161,8932,8771,9057,8667,8946,8797
6/23/2009,9054.5,8705,8785.5,8991.5,8266.5,8942,8731
6/24/2009,9053,8706,8771,8875,7095,8761.5,8390
6/25/2009,8817.5,8624,8648.5,8205.5,7814,5772.5,4612.5
6/26/2009,9009.5,8884,8663,9044.5,8529,8676,8348.5
6/27/2009,9092.5,8657,8667,8721.5,8515,8788,8413
6/28/2009,9103,8624,8528,8717.5,8485,8406,5802.5
6/29/2009,9148,8790.5,8475,8557,8246,7416.5,5810.5
6/30/2009,9196,8649,7575.5,8532.5,8418.5,8030,8191
7/1/2009,8209,8637,8602,8177,8165,5730,4153.5
7/2/2009,9060,8611.5,8354,8384.5,8525.5,8190,7406.5
7/3/2009,8681,8644.5,8788.5,8713.5,8486.5,8204,8046
7/4/2009,8784,8678.5,8748,9032.5,8796,8759,8255.5
7/5/2009,8950.5,8692.5,8849,9111.5,8824,8958.5,8666.5
7/6/2009,9130,8918.5,8975,9125.5,8721.5,9162,8589
7/7/2009,8992,8764,9014.5,9151.5,8704,9036,8605
7/8/2009,9052.5,8661,8315,9009,7827.5,8839,8793
7/9/2009,7748,8557,8975,9059,8677,8979.5,8612.5
7/10/2009,8971,8534,8275.5,8317,8061,7669.5,7987.5
7/11/2009,8214,7578,8548.5,8647,8370.5,8227,8005.5
7/12/2009,8984.5,8673.5,8597.5,8740,8407.5,8527.5,8281.5
7/13/2009,8956,8839,8537.5,8809.5,8518.5,8565.5,8126.5
7/14/2009,8887.5,8667,8646,8766.5,8534,8528,8275.5
7/15/2009,8832.5,8563.5,8713,8635,8378.5,8063,6245
7/16/2009,8882.5,8640.5,8605,8452,8153.5,7278.5,7797.5
7/17/2009,8751,8400,8356.5,8136,7908,7742,7578
7/18/2009,8637.5,8288.5,8085,6938.5,7926,7926.5,7530
7/19/2009,8719.5,8231.5,7923.5,7667.5,7820,8071.5,7591
7/20/2009,8615.5,8392.5,8212,8098,7950,8089.5,7822.5
7/21/2009,8590.5,8307.5,8409.5,8266.5,8059.5,7370,7752.5
7/22/2009,8552,8291,7899.5,7875,8070.5,7229.5,7511
7/23/2009,8635,8324,8134,4709.5,8038,7444,4243
7/24/2009,8590,8328.5,8206.5,7145.5,7739,6768.5,5295
7/25/2009,8717,8395,8154,7392,7650.5,7316,7586
7/26/2009,8629.5,8350,8050.5,8098,7451.5,8046,7902
7/27/2009,8538,8233.5,7967,8241.5,8022.5,8162.5,7933.5
7/28/2009,8384,7930,7789.5,8277.5,7571,8327,8170
7/29/2009,7579,7991.5,7654,8407,7079.5,8398.5,7899
7/30/2009,8258,8057.5,7982,8214.5,6563.5,8497.5,8179.5
7/31/2009,7351,8081,7930,8226.5,7528.5,8354.5,8042.5
8/1/2009,7863.5,7863.5,7925.5,8253.5,7395.5,8225.5,8054
8/2/2009,7714.5,7988.5,8165.5,8325.5,7210,8240.5,7954
8/3/2009,7692,8058.5,7398.5,6966.5,6671.5,7218,7660.5
8/4/2009,7795,8089.5,7328,7616,7932,5691.5,7150
8/5/2009,8013,8004.5,7196.5,8150.5,7966.5,8084.5,7750.5
8/6/2009,3164.5,7521,7836,8321,8101.5,8118,8085
8/7/2009,6269,7595,7826,8287,7947.5,8257.5,8169
8/8/2009,7852,7661.5,7751.5,8099.5,7900,8256,8151
8/9/2009,7718,7578,7763,8120,7803.5,8167.5,8135.5
8/10/2009,7936,7538,7442,8049.5,7539,7974.5,7755
8/11/2009,7553,7181,7688,7882.5,7418,7832,7644
8/12/2009,7995,7548.5,7791.5,7965.5,7623,7747.5,7469.5
8/13/2009,7656.5,7529.5,7884.5,7941.5,7554,7786.5,7389.5
8/14/2009,7796,7714.5,7916,8089.5,7461,7791,7559.5
8/15/2009,7936,7726.5,7963,8136,6562,8001.5,7936
8/16/2009,7815,7630,7848.5,8110,6864.5,8136,7941
8/17/2009,7847.5,7491,7776.5,8005,6415,8008,7778.5
8/18/2009,7652.5,7416.5,7585.5,7858.5,6624,7800,7641
8/19/2009,7629,7341,7428,7694,5927,7580.5,7286.5
8/20/2009,7492.5,7239.5,7367,7678,6702.5,7523,7290.5
8/21/2009,7583.5,7392.5,7323.5,6510,5460.5,4963,4653
8/22/2009,7552,6992,3816,4213.5,6042,3666.5,5408.5
8/23/2009,7532.5,7207,5074.5,7450,7184.5,7289.5,7013.5
8/24/2009,7628,7425.5,7342,7536.5,7453.5,7551,7278
8/25/2009,7522.5,7355,7567,7692.5,7544.5,7419.5,6195
8/26/2009,7493,7370.5,7549.5,7691,7485.5,7494,7217.5
8/27/2009,7541,7268,7500,7589,6969,7430,7201.5
8/28/2009,3014,5789.5,5948,6887.5,6109,7280.5,7049
8/29/2009,7117,6944.5,6949,6901,6249.5,6258.5,6422.5
8/30/2009,7216,7038,7151.5,6745,5703.5,7074.5,6653
8/31/2009,6847.5,6818.5,7002,6689.5,5731,5416,4829
9/1/2009,7030.5,6867.5,7080.5,6020,4597,5660,5446
9/2/2009,5715.5,5804,6126,6394,5373,5406.5,6476
9/3/2009,6961,6787,6268.5,6376,6046.5,6645.5,6589.5
9/4/2009,6575,7023,6469,6558,5956.5,6440,6294.5
9/5/2009,6139.5,6544.5,7031,6453.5,6021.5,5620.5,2560.5
9/6/2009,6292.5,6690.5,6850,6992.5,6410,7123.5,6580
9/7/2009,6862,6693.5,6785,6921,6411,7168,6834
9/8/2009,6834,6604.5,6748,6941.5,6489.5,7027,6780
9/9/2009,6223,6548.5,6680,6922,6757.5,6852.5,6700.5
9/10/2009,6305.5,5756,6646,6896,6763.5,6691.5,6663.5
9/11/2009,6486.5,6165.5,5814.5,6267.5,5682.5,6009,6243.5
9/12/2009,4824.5,3609,6065.5,6605.5,6178.5,6650.5,6550
9/13/2009,4915.5,4360.5,6278,6611,4881.5,6707,6460.5
9/14/2009,1879.5,6074.5,4964,6756,5203.5,6858.5,6698
9/15/2009,6242.5,6193.5,6399,6705.5,6463,6803.5,6692
9/16/2009,6275,6132.5,6303,6608,6424,6682.5,6584.5
9/17/2009,5889.5,6025,6154.5,6579.5,6410.5,6662,6511
9/18/2009,6147,6030.5,6140.5,6468.5,6257.5,6442.5,6199
9/19/2009,5960.5,5713.5,5599.5,6351,6101,6380,6267
9/20/2009,6074.5,6016.5,6220,6425.5,6164,6409,6158.5
9/21/2009,6290.5,6063,6166.5,6450,6098,6464,6373
9/22/2009,6195,6008,6255,6607,6437,6622,6487.5
9/23/2009,6036.5,5857,6100.5,6487,6324,6546,6476
9/24/2009,5964,5863.5,6028.5,6387.5,6244,6419.5,6347
9/25/2009,5878.5,5780,6001,6277.5,6147.5,6357.5,6280.5
9/26/2009,5914,5820.5,5932,6229.5,6114,6292,6186.5
9/27/2009,5879,5674,5849,6133,5877.5,6113.5,6005.5
9/28/2009,4889,5072.5,5149,5845.5,5306.5,5856.5,5935
9/29/2009,3864.5,4615.5,3089,5825.5,4647,6001.5,4926
9/30/2009,5712,5684.5,5983.5,6232.5,6201,6336.5,6271.5
10/1/2009,5479.5,5501,5877,6229.5,6198,6338.5,6262
10/2/2009,5490,5424.5,5779.5,5904.5,5474,5188,5442.5
10/3/2009,4162,5355.5,5392,5804.5,5707,6052,5803.5
10/4/2009,2479,5313,5515,5934,5705.5,5981,5819.5
10/5/2009,5083,5204,5556,5938.5,5733,6067.5,5968
10/6/2009,5316.5,5262,5508,5853.5,5699.5,5983,5853.5
10/7/2009,5287,5267.5,5412,5549.5,5403,5432,5792.5
10/8/2009,5117,5048,5368.5,5724.5,5563,5769,5604
10/9/2009,5068.5,5018.5,5305.5,5664.5,4021,5527.5,5447.5
10/10/2009,4960.5,4995,5251,5620,4933.5,5144,4738
10/11/2009,4776,4551,5070,5472,2798.5,5641.5,5508
10/12/2009,3306,2653.5,3069.5,3581,1485,3114,4634
10/13/2009,724,510,521,3399,1173.5,4364.5,4900.5
10/14/2009,1509.5,3009.5,4444.5,3298,1691,5226,5217.5
10/15/2009,2274.5,3889.5,4861,5225,4956.5,5276.5,5179.5
10/16/2009,4620,4581,4668,5263.5,5264,5406,5259
10/17/2009,3816,4099.5,4818.5,5219,5212,5334.5,5198
10/18/2009,2239.5,2020.5,4285,4892,4475.5,4566,4901
10/19/2009,1148,1639.5,3237,5094.5,4022.5,5188,5122
10/20/2009,4328,4489,3737,5096.5,5106,5109,4979.5
10/21/2009,4018,4120,4444,4982.5,4828,4999,5004
10/22/2009,4241,4305,4514.5,4971,4955.5,5079,4950
10/23/2009,3623,3947.5,4371.5,4858,4883,4845.5,4873.5
10/24/2009,2962.5,3966.5,4417,4823,4760,4958.5,4826.5
10/25/2009,4018.5,4131.5,4541,4948,4890,5023.5,4964.5
10/26/2009,3259,3803,4297.5,4546,4716.5,4935.5,4947
10/27/2009,4121,3509,3411.5,3733.5,3801,3541.5,3995.5
10/28/2009,3969,4236,4597,4881.5,4837.5,4919,4802
10/29/2009,3042,3703.5,4184.5,4686,4711.5,4819.5,4713
10/30/2009,4022.5,4038.5,4320,4463,4578,4214,4035
10/31/2009,3887,3988.5,4292,4651,4685,4794.5,4713
11/1/2009,3904,3963.5,4245.5,4628,4662,4781,4707
11/2/2009,3909,3927.5,4229,4590,4568.5,4706,4600
11/3/2009,3845,3890.5,4228.5,4517,4503,4477.5,4473.5
11/4/2009,3708.5,3718,4092.5,4173.5,4237.5,3761,3694
11/5/2009,2178,3258,3251,4276,3659,4442,4388.5
11/6/2009,1057.5,1978,3984.5,4339.5,4301,4101.5,2847.5
11/7/2009,3673,3743,3389,4174,3898.5,3693.5,3925
11/8/2009,3545.5,3596,3090.5,4244.5,4249,4316.5,4272.5
11/9/2009,2069,2532,3141,3576.5,3625.5,3396,3815
11/10/2009,2919.5,2445,2725,4004.5,3931,4223,4225.5
11/11/2009,839.5,2587,2340,3054.5,2929.5,2823.5,2955.5
11/12/2009,3422,3380,822.5,3630,3340.5,3114.5,2168.5
11/13/2009,2650,3097.5,1190,3950.5,4003.5,3349.5,3983.5
11/14/2009,3430.5,3446.5,3624,3955,4013.5,4107,3979
11/15/2009,3279,3413.5,3646.5,4104,4128,4266.5,4292.5
11/16/2009,3022,3392.5,3655,4007,4087.5,4124.5,4100
11/17/2009,2530,3298,3690,4053.5,4047,4162.5,4130
11/18/2009,3361,3351,1995.5,3855.5,3890.5,4016,4021
11/19/2009,2897.5,3198.5,3430.5,3956,3987,4084.5,4086
11/20/2009,285,1193,2566.5,3795.5,3829.5,3904,3990.5
11/21/2009,2904.5,2642,2199,3634,3730,3812.5,3926.5
11/22/2009,1830,1705,2430,3455.5,3779.5,3788,3946
11/23/2009,3008,3075,3205,3755.5,3785,3853,3806
11/24/2009,2867,3122.5,3416,3751.5,3874,3927,3926
11/25/2009,3038.5,3139.5,3387,3657.5,3803,3882.5,3843.5
11/26/2009,2170.5,2387.5,3430,3745.5,3845,3920,3905.5
11/27/2009,1689,2263.5,2108.5,2998.5,3134.5,3240,3551
11/28/2009,3029.5,3118,1195.5,1722,3209.5,1946.5,3445.5
11/29/2009,2877.5,3045.5,2843,3276.5,3582,3178,3543.5
11/30/2009,2857.5,2971,3347.5,3627.5,3728.5,3692,3588
12/1/2009,2763,2303,3239,3328,3261.5,3649.5,3734.5
12/2/2009,2843,2924.5,3187.5,3538.5,2418.5,3645,3567
12/3/2009,2806.5,2411.5,3264,3642.5,3600.5,3708.5,3685.5
12/4/2009,2355.5,2536,3193.5,3604,3654,3820.5,3823
12/5/2009,2857.5,1865.5,3149.5,2702,1250,1962,2448.5
12/6/2009,1171,1912.5,3082.5,3387,2038,3157.5,2684
12/7/2009,2410,2752,362,877.5,900.5,1257.5,1249.5
12/8/2009,2610.5,2842,2646,3557.5,3617,3692.5,3735.5
12/9/2009,2857,2717,3170.5,3537,3466.5,3590,3471.5
12/10/2009,1994,1416.5,2147,3053.5,3311.5,3442.5,3473
12/11/2009,492,471.5,577,2075,1103.5,3311,3466.5
12/12/2009,633.5,638,539.5,2138,636.5,1537.5,2338
12/13/2009,1276.5,356.5,1237,3315,2714,3403,3049
12/14/2009,1462.5,1727,3001.5,3351.5,3402,3489.5,3478
12/15/2009,407.5,1115.5,1958.5,2569,2596,2890.5,3159
12/16/2009,1722,1773,2729.5,3334,3318.5,3289,3117.5
12/17/2009,1569,2130.5,2730,2920,2860,2828.5,3237
12/18/2009,2238,1187,541,2917,3269.5,3095.5,3404.5
12/19/2009,2374,955.5,2067,2646,2899,2649.5,2828.5
12/20/2009,821.5,626.5,2029.5,2272,2572.5,2325,2576
12/21/2009,656,1328,1518.5,2591,1572.5,1488.5,1773.5
12/22/2009,2043.5,2804.5,950.5,3390.5,3510.5,3048,2861
12/23/2009,2730,2833.5,3101,3447,3510.5,3468,3406
12/24/2009,2513.5,2809,3049.5,3432,3394,3585.5,3596
12/25/2009,2696.5,2806.5,3059,3343,3474,3570,3555.5
12/26/2009,1565.5,942.5,1235,1960.5,1737.5,2441,2645.5
12/27/2009,1633.5,821.5,2485,3042.5,2509,3213,3481.5
12/28/2009,1121.5,1216.5,2009,2366,2792.5,2136.5,1771
12/29/2009,909,1286.5,743,3110,3308.5,3371.5,2891.5
12/30/2009,1653,1727.5,1945.5,2873.5,391,2534.5,2620
12/31/2009,627.5,1144,2909,3122.5,2974.5,3528,3599
1/1/2010,858,919.5,1737.5,2538.5,2598.5,3102.5,3478
1/2/2010,1918,1674,2497,3405.5,3416.5,3645.5,3657
1/3/2010,2145.5,808,2212.5,3258.5,3296.5,3454.5,3399
1/4/2010,2211,1895,2667,3140,2916,2290.5,2867
1/5/2010,1752.5,1096,1435,3328,3518,3468.5,3520
1/6/2010,1217.5,603.5,1730,3245.5,3326,3347,3043.5
1/7/2010,1658.5,590,2026.5,3435,3513,3512,3321.5
1/8/2010,566,681,2364.5,2658.5,2831.5,2538.5,2618
1/9/2010,1266,818.5,1964,2790.5,2587,2814,3424.5
1/10/2010,1762.5,766,2521,3522.5,2888,3684.5,3541
1/11/2010,1578.5,878.5,2519.5,3429,3117,3477,3767
1/12/2010,859.5,1641.5,785,3383,3359,3357.5,3427.5
1/13/2010,1087.5,2658,2919.5,3612.5,2479.5,3244,3759
1/14/2010,1911.5,2513.5,3383.5,3765,3825,3826.5,3737.5
1/15/2010,1814.5,1883,2572,2701,2829,3134.5,3733.5
1/16/2010,2297,1227,3140,2732,2962,2563,3169
1/17/2010,697.5,585,1078.5,2794.5,1673,3305.5,3390.5
1/18/2010,445.5,696,367,1454.5,888,2206.5,1828
1/19/2010,493,662,835.5,1435.5,1040.5,1618,2004
1/20/2010,574,1235,303,681,346,2640,3467
1/21/2010,686,492,351,747.5,684.5,619,726
1/22/2010,1331,1008,1228,2703.5,961,2431.5,2644.5
1/23/2010,1283.5,2347.5,3263.5,3955,3958.5,4136,4102.5
1/24/2010,481,864.5,2433,3854,3894.5,4035.5,4051
1/25/2010,420.5,714.5,1198.5,3600,3084.5,3974,4078
1/26/2010,1747,1293.5,2058,3099,1804.5,3351.5,3622.5
1/27/2010,2969,3114.5,789,2726.5,4009,1444,3139
1/28/2010,2538,2581.5,3722,4125.5,4122.5,4082,4090
1/29/2010,2300,1767,2931,2852.5,3344.5,2691.5,3790
1/30/2010,1135,2940.5,3494.5,3650,3271,3785.5,4165.5
1/31/2010,3251,3376.5,3806.5,3949,3836,3923,4224
2/1/2010,982,1973,2652.5,3486,3431,3496,3480
2/2/2010,2160,2354,2580.5,3353,3147.5,3067.5,3334.5
2/3/2010,2363,2787,3894.5,4336.5,4330,4412.5,4111.5
2/4/2010,1269,1053,2158.5,3772.5,2898,3918,3965
2/5/2010,3591.5,2546,1288,1696,493,2342,3215
2/6/2010,2119,1635.5,759,2181,2028,1683,1547
2/7/2010,3368,2979,1861.5,4487,4523.5,2693.5,4077
2/8/2010,2417,2829.5,1921.5,4537.5,4024,4596,4610.5
2/9/2010,1806.5,1512,906.5,2450.5,951.5,2504.5,3987.5
2/10/2010,2367,3070,2853,3501,4600,3360,2375
2/11/2010,2064.5,2897.5,3012,4200,3745,4497.5,4634.5
2/12/2010,2999,2410.5,4187.5,4656,4445.5,4804,4737.5
2/13/2010,3407.5,2944,4309,4633.5,4690,4806.5,4781
2/14/2010,3094.5,3115.5,4255.5,4789.5,4762.5,4824,4753.5
2/15/2010,3697,4026,4174,4822,4868,4861.5,4907.5
2/16/2010,4040.5,3426.5,3870.5,4675.5,4893.5,5043.5,5009
2/17/2010,4256.5,4135.5,4499.5,4901.5,4867,4679,4994.5
2/18/2010,4475,3212,4190,4713,4374.5,4944.5,4978.5
2/19/2010,2642,1948.5,1478,4395,1946,2931.5,4159.5
2/20/2010,3158.5,2249.5,1718,3360,4174.5,4795.5,4250
2/21/2010,3270.5,2257.5,1523,4295,3007,4812.5,4768.5
2/22/2010,4324,4682,2558,4613.5,5279.5,4581,4300
2/23/2010,1626.5,667.5,2165,4695,4098.5,5206.5,5377
2/24/2010,3267,1807,1096,2936,2281,3788,4656
2/25/2010,3835,3041,3723.5,5352,5249.5,5417,5330
2/26/2010,727.5,729,1164.5,3893.5,3753,4057,4538.5
2/27/2010,3615,2332,2377,2701,2660,3331,2897
2/28/2010,4670,4075.5,3972.5,5529,5204,5636,5392.5
3/1/2010,4049.5,3614.5,3935.5,4763,4655,4460,4984
3/2/2010,1892.5,1354,1001,5003,4116,5577,5390.5
3/3/2010,3202,2558,2563.5,5652.5,5068.5,5701,5660
3/4/2010,3716.5,4298.5,4485.5,5832.5,5747,5904,5797.5
3/5/2010,4253,3828.5,4295,5514.5,5187,5489,5659
3/6/2010,4343,3743,2642,3205.5,1903.5,4398.5,5315
3/7/2010,5184,5182,4720.5,3944,5246,810,2821
3/8/2010,829,3900.5,1537,5804.5,4260,5816.5,5040
3/9/2010,4414,4414,4847.5,6093.5,5738.5,6115.5,6085.5
3/10/2010,5243.5,5519,2349.5,6020.5,5551,6071.5,6003.5
3/11/2010,4652,5309.5,5685,6081.5,6074.5,6180,6144.5
3/12/2010,1444.5,1375,4116.5,6066.5,5915,6215,6225.5
3/13/2010,6032.5,5776,4870,6267.5,6190,6054.5,6034
3/14/2010,5149.5,5030.5,6016.5,6475,6344.5,6500,6373.5
3/15/2010,5540.5,5320,5271,5935,6320,6057,6239
3/16/2010,5443,4970.5,5037.5,6343,6348,6366,6370
3/17/2010,6098,4557,5260.5,6365.5,6356,6510.5,6460.5
3/18/2010,6159,5909.5,5840,6339.5,6228.5,6456,6394
3/19/2010,6181.5,6122,6240.5,6662.5,6572,6721.5,6471
3/20/2010,5082.5,4815.5,5640,5769,6068,6214,6466
3/21/2010,2924,4880.5,4888.5,5466.5,5061.5,5001.5,5480
3/22/2010,6246.5,6035.5,6354,6333.5,5622,5857.5,5757.5
3/23/2010,6035,6126,6285.5,6837,6693.5,6618,5821.5
3/24/2010,5891,5635.5,5217.5,6101,5962,6306,6372.5
3/25/2010,3022.5,3744.5,5195.5,6199,4851.5,6650.5,6600.5
3/26/2010,6171,6216.5,6405.5,6709.5,6627,6773.5,6592.5
3/27/2010,5628,6205,6453,6820,6733.5,6770,6705.5
3/28/2010,4801.5,5354.5,6353,6943.5,6810.5,7034,6957.5
3/29/2010,777,3099,6348.5,6569.5,6846,6419,6449.5
3/30/2010,1506.5,5175.5,2582.5,6618,4233.5,6269.5,6954.5
3/31/2010,3995.5,5130,4521,5021,5459,6094.5,6375
4/1/2010,5166,4981,6705.5,7206.5,6888.5,6314,6427.5
4/2/2010,1688.5,1363.5,4308,6308,6583,6231.5,6574.5
4/3/2010,5764.5,5169,4798.5,6848,6577.5,7023.5,7003
4/4/2010,4027.5,2505.5,2984,6624.5,5218,7339,7186
4/5/2010,4330,5777,5535,4740.5,5917.5,7211.5,7067.5
4/6/2010,6494,6897.5,7161.5,7487.5,7381,7549.5,7473.5
4/7/2010,7277.5,6972,7146.5,7421,7392.5,7440.5,7381.5
4/8/2010,6568,6891.5,7176,7545,7385,7626,7537.5
4/9/2010,7240,6795,7149.5,7495,7287,7488,7422.5
4/10/2010,3347,4008,6100,7376,5396.5,5221.5,6969.5
4/11/2010,2723,1247.5,3261.5,5844.5,1428,7437.5,7277
4/12/2010,5719,2267.5,3819.5,6660.5,6452,6868,4949.5
4/13/2010,4936.5,5392.5,6745.5,7648,7479.5,7746.5,7589.5
4/14/2010,5353,6251,7117.5,7460,7269,7180.5,7281.5
4/15/2010,7158,6463,6061.5,7025.5,6507.5,7064.5,7215.5
4/16/2010,3642.5,6989,6968.5,7682,7436.5,7784.5,7328
4/17/2010,7565.5,6231,7317,7136.5,6542,6468.5,6672
4/18/2010,7945,7393,6470,7613.5,7309.5,7599,7239.5
4/19/2010,6067,4667.5,7114.5,7568,7359,7222,6977
4/20/2010,4091,4124,2687,4911.5,3068,7117.5,7210.5
4/21/2010,6007.5,3002.5,3642,5926,5089.5,8016,7815
4/22/2010,6802,6814,3609.5,5980.5,4927,3667.5,2551
4/23/2010,7856,7574.5,7553.5,7931.5,7686,7934.5,7825
4/24/2010,7363.5,7484.5,7587,8064,7035,8002,7804.5
4/25/2010,7906,7711.5,7620.5,7956,7761,7959,7828
4/26/2010,6013,6353.5,7567,7997,7537,7917.5,7839.5
4/27/2010,1074,3531.5,2675,7332.5,5055.5,7384,7620.5
4/28/2010,3656.5,4866,4351,8060,7811.5,8024,7485.5
4/29/2010,5204,7936,5435.5,7900.5,8196,8255,8018.5
4/30/2010,8285,8092.5,5503,8344.5,8207,8314.5,8124.5
5/1/2010,8133,7731.5,7798,8274.5,8066.5,8292.5,8140.5
5/2/2010,7988.5,7988.5,8062,8408.5,7979,8345,8062
5/3/2010,6061.5,7878,8068,8382.5,8114.5,8421,8358.5
5/4/2010,8030,7855.5,8097.5,8426,8206.5,8433,8287.5
5/5/2010,8363,8173.5,8087,8339.5,8123,8364.5,8362
5/6/2010,8499,8270,8164.5,8443,8211.5,8429,8227
5/7/2010,7974.5,8087.5,8135,8468,8189,8410,8259
5/8/2010,7307.5,7934.5,8093,8474,8181.5,8387,8228.5
5/9/2010,2547.5,5525.5,4100.5,8370,5477,8435,8105
5/10/2010,3955,3512.5,4948.5,8348,7137,8414,8296
5/11/2010,7966,8314,6087.5,8616.5,8478.5,8658.5,8492.5
5/12/2010,7541.5,7656,8136,8579,8243.5,8530,8420
5/13/2010,7327.5,8144.5,7989,7414.5,8085,7626,7768.5
5/14/2010,6898,7787,7985,8195,7715.5,7701,7987.5
5/15/2010,7662,7798.5,8156,8467,8027,8482,8342
5/16/2010,6865.5,6471.5,7057.5,8504,6259.5,8505,8380
5/17/2010,4210,3442,2547,4602.5,2775.5,5818,6569.5
5/18/2010,6007.5,6396,7375,8500.5,4725,8262.5,8036
5/19/2010,3844,4327.5,8060,8587.5,7716,8600,8441
5/20/2010,8819.5,8166.5,7382,8485,8470.5,8630.5,8336
5/21/2010,4333,6527.5,8378,8811.5,8540,8766,8530.5
5/22/2010,4828.5,6538.5,7383,9003,8672.5,8859.5,8563
5/23/2010,8676.5,8640.5,6738,7541.5,7233,6952.5,8466
5/24/2010,3713,7274.5,7836,8527,8110.5,8380,8534
5/25/2010,3784.5,3478.5,7094,8575.5,8339.5,8623.5,8546.5
5/26/2010,5684.5,7493.5,6221,8603.5,8238,8523,8491.5
5/27/2010,3996.5,4589.5,7803.5,7157,4591,8533.5,8314.5
5/28/2010,5125,7929.5,8691.5,9007.5,7714.5,8712.5,8758.5
5/29/2010,9047.5,8736,8809,9054.5,8841.5,8988,8788
5/30/2010,8138.5,8116,8463,9029,8735.5,8977.5,8851
5/31/2010,5181.5,5684.5,7831.5,8752.5,8435.5,8787.5,8632.5
6/1/2010,4057.5,8024,7707.5,7804.5,7126.5,7786.5,7836
6/2/2010,3641,6437.5,7583.5,8314,6555.5,8099.5,8383.5
6/3/2010,3741.5,7137.5,8206.5,8383.5,7344,7784.5,8168
6/4/2010,4602.5,4641,8399.5,8671.5,7901,8513.5,8391
6/5/2010,5453.5,8331,8482,8800,7727.5,8527.5,8294.5
6/6/2010,5988.5,8292.5,8570.5,8660.5,7975.5,8534.5,8341.5
6/7/2010,7650,8223.5,8292,8790,6933,8626.5,8206
6/8/2010,7314,7672,8428,8720,5325,8715.5,8574.5
6/9/2010,7693.5,7334.5,8503.5,8552.5,8004.5,8602,8456.5
6/10/2010,5646.5,8751.5,8880.5,8785.5,8335.5,9079,8573.5
6/11/2010,9174.5,8866,8647.5,8489.5,7962,8769,8417.5
6/12/2010,9161,8868.5,8710.5,8319,6689.5,7049,6833.5
6/13/2010,9097.5,8844.5,8748,8834.5,8329,8289,8489.5
6/14/2010,8955,8768.5,8729.5,8975,8497.5,8860,8676
6/15/2010,8858,8434.5,8784,8897,8443,8811,8661
6/16/2010,9280,9078.5,8987,9268,7305,9061.5,8747
6/17/2010,8414.5,8495,9061.5,9279,8700,9081,8730
6/18/2010,8402.5,8668.5,8892,9104,7942.5,9105.5,8955.5
6/19/2010,7676,8682.5,8865.5,9144,7901,9158.5,8852
6/20/2010,7637,8442,8881.5,9083.5,8711,9137.5,9066
6/21/2010,9109.5,8655,8705,9024.5,6826,9077.5,8867.5
6/22/2010,8412.5,8352,8777,9024.5,7910.5,9104.5,8935.5
6/23/2010,7787.5,7908.5,8614.5,8952,7982.5,9051,8991.5
6/24/2010,6100,7675,7983.5,8916.5,8366,9169,8807
6/25/2010,8372.5,8208,8450.5,8654.5,8256.5,8940.5,8725.5
6/26/2010,9020,8597,8416.5,8777,6799.5,8660.5,8540
6/27/2010,9096,8661,8522,8859.5,7828,8817.5,8600.5
6/28/2010,8931.5,8631,8579,8727.5,5183,8769,8570.5
6/29/2010,9035,8737.5,8622.5,8959,3405,9016.5,8764
6/30/2010,9034,8843.5,8874,8951,7395,8841,8387
7/1/2010,8888,8661.5,8993,9244,8830,8955,8561.5
7/2/2010,9117,8710,8824.5,9148,8700.5,9302,8845
7/3/2010,9136.5,8884.5,8845.5,8999.5,5941.5,8927.5,8778.5
7/4/2010,9120,8870,8848,8936.5,6996,8912.5,8694.5
7/5/2010,8924.5,8637,8728,8861,5027.5,8758.5,8436.5
7/6/2010,8804,8660,8377.5,8763.5,5229,8842.5,8585
7/7/2010,8041.5,8383,8446.5,8951,4798.5,8855.5,8433.5
7/8/2010,6551,8361.5,8578,8736,4374,8610,8289.5
7/9/2010,7549.5,8441,8735.5,7733,7199,7888.5,8086.5
7/10/2010,8836.5,8601.5,7918,8037.5,7043.5,8152.5,8160.5
7/11/2010,8876.5,8389.5,7577,7298,6334,4943.5,5940.5
7/12/2010,8689,8338.5,8055,8272.5,7812.5,8182.5,7822
7/13/2010,8778.5,8317,8303.5,8761.5,8377.5,8488,8143.5
