month,day,year,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS5A,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP5A,LOP5E
5,17,1972,97.834544,19.6518592,47.289056,14.1017664,189.297808,73.8218976,1.982176,-101.94048,145.4917184,-114.258288,982,2210,5373,865,787,4980,1329,3475,2669,2048,1140,4715,0
5,18,1972,99.1088,9.8259296,55.642512,0.7362368,218.2375776,71.4432864,10.194048,-48.13856,141.8954848,-113.4654176,833,1860,4599,824,797,4905,298,2941,2739,1783,1380,4490,0
5,19,1972,82.968224,9.9391968,77.304864,3.1714816,194.5647328,56.3221152,14.2716672,-2.83168,129.5776768,-102.2519648,674,1550,3843,762,750,4234,461,2394,2444,1601,1500,4298,0
5,20,1972,24.918784,9.344544,54.651424,5.8898944,148.6065664,52.0179616,4.4174208,36.81184,125.5283744,-74.6997184,743,1650,4614,647,624,3198,406,2162,1708,1813,1510,4685,0
5,21,1972,57.6530048,8.353456,26.617792,8.3817728,165.511696,82.6001056,2.6617792,-59.46528,151.211712,-137.478064,1075,2110,5925,896,1217,6248,309,4330,3372,2226,1520,5419,0
5,22,1972,97.5230592,6.7677152,60.88112,2.3219776,225.11856,88.8014848,2.548512,-84.9504,154.32656,-141.300832,1020,2030,5543,941,1110,6905,257,3962,4063,2084,1580,5228,0
5,23,1972,77.8712,8.5799904,79.003872,1.699008,229.932416,80.136544,3.2281152,-25.48512,143.5095424,-133.372128,867,1840,4923,848,871,6283,162,3196,3851,1869,2020,5268,0
5,24,1972,50.120736,8.8914752,77.304864,-0.4530688,191.987904,60.3714176,2.265344,33.98016,132.522624,-76.45536,680,1600,3963,707,668,4259,195,2336,2387,1748,1950,5017,0
5,25,1972,33.1872896,6.4845472,70.792,2.690096,114.966208,48.9314304,3.0015808,42.4752,123.8293664,-44.174208,597,1500,3549,626,557,3367,159,2000,1799,1659,1760,4678,0
5,26,1972,30.6387776,6.7677152,59.8617152,8.919792,90.61376,43.6645056,2.7467296,34.829664,119.9782816,-26.617792,553,1510,3645,532,496,2727,112,1796,1393,1639,1740,4613,0
5,27,1972,29.3928384,5.4085088,32.139568,7.4756352,63.7128,43.0981696,2.0388096,23.502944,125.160256,-18.689088,590,1650,3998,507,468,3196,243,1941,1890,1740,1740,4789,0
5,28,1972,47.6571744,5.9182112,26.1647232,6.654448,67.677152,41.5690624,1.7839584,3.964352,133.8818304,-29.73264,657,2000,4485,485,396,3246,92,2158,1855,2062,1810,5419,0
5,29,1972,42.2486656,5.6350432,24.2958144,4.8704896,57.199936,45.1086624,1.699008,-31.14848,141.159248,-44.174208,670,2220,5327,458,348,3332,-10,2178,1926,2373,2070,6212,0
5,30,1972,39.5302528,5.8615776,17.1599808,-8.1552384,79.28704,46.3262848,1.5857408,-19.82176,139.0921216,-49.837568,588,2030,4999,387,349,3075,142,1866,1815,2249,2400,6321,0
5,31,1972,50.97024,4.4174208,15.8857248,-14.2150336,79.853376,42.3052992,1.5007904,-22.65344,134.4764832,-52.38608,531,1890,4328,345,250,3089,41,1645,1998,2170,2220,6032,0
6,1,1972,42.5601504,4.4740544,45.8448992,-4.1342528,73.62368,38.0577792,1.5857408,-10.194048,128.9547072,-33.98016,456,1730,4053,315,220,2212,35,1439,1238,1990,2040,5465,0
6,2,1972,5.66336,3.6245504,45.2785632,3.3130656,47.289056,30.6670944,1.5007904,24.06928,122.7250112,-22.65344,431,1640,3727,298,263,2286,136,1347,1397,1820,1820,4956,0
6,3,1972,19.9067104,3.7095008,23.7011616,-1.7839584,53.4621184,30.6670944,1.5007904,16.423744,124.9337216,-29.9591744,433,1700,3908,273,233,1965,35,1417,1064,1850,1800,4977,0
6,4,1972,34.0651104,3.0298976,26.759376,-3.0865312,56.4353824,28.9680864,1.5007904,-6.229696,123.0081792,-43.6928224,371,1550,3616,258,249,2230,35,1194,1446,1700,1750,4670,0
6,5,1972,28.4017504,3.0298976,27.325712,-0.2548512,55.8973632,28.1185824,1.5007904,2.83168,118.5624416,-37.2082752,383,1500,3525,238,199,2176,35,1203,1405,1680,1630,4521,0
6,6,1972,25.5700704,3.7095008,19.3403744,1.7273248,45.873216,28.9680864,1.3875232,0.566336,119.0155104,-31.14848,362,1550,3767,236,199,1799,35,1210,1009,1711,1560,4501,0
6,7,1972,31.3466976,3.0582144,20.954432,3.7095008,39.785104,28.9680864,1.3025728,-0.566336,120.063232,-27.042544,360,1520,3717,247,199,1951,86,1107,1207,1841,1690,4842,0
6,8,1972,25.768288,2.9449472,20.5579968,2.0104928,38.8223328,26.3912576,1.132672,-2.83168,117.5713536,-23.8144288,333,1400,3395,257,199,1684,142,1039,989,1779,1880,4922,0
6,9,1972,31.431648,3.5679168,14.1867168,-1.557424,29.1946208,21.2659168,1.41584,-8.211872,112.5309632,-30.6104608,326,1359,3483,399,255,1723,297,1154,952,1649,1800,4634,0
6,10,1972,45.1936128,4.105936,-0.566336,-9.0896928,54.7646912,23.219776,2.0388096,-45.873216,110.3222528,-55.3310272,304,1284,3192,537,281,2468,398,1039,1745,1579,1680,4397,0
6,11,1972,55.8973632,7.503952,14.7813696,-12.7142432,65.553392,23.0498752,-0.1699008,-42.4752,104.6872096,-56.775184,273,1030,2737,417,219,2418,178,822,1830,1249,1400,3560,0
6,12,1972,37.3498592,8.3817728,54.8213248,-1.6706912,74.8129856,29.4777888,2.690096,-9.061376,103.8660224,-26.3912576,207,884,2338,268,199,1563,37,753,1056,1111,1010,2940,0
6,13,1972,-16.7635456,5.8332608,56.5486496,7.9570208,9.91088,20.671264,1.4441568,54.651424,99.1371168,11.32672,204,895,2239,189,149,1126,153,684,684,1070,1020,2856,0
6,14,1972,1.0760384,4.5590048,50.6587552,10.2223648,18.40592,16.99008,1.2176224,44.457376,99.391968,5.097024,214,934,2672,189,149,989,-56,696,544,1030,1030,2797,0
6,15,1972,6.0314784,3.8794016,31.4599648,5.9748448,20.104928,19.2837408,0.9627712,44.457376,98.5141472,11.1001856,181,930,2499,189,149,980,95,658,557,1020,1020,2771,0
6,16,1972,21.2942336,3.5679168,26.3912576,7.3906848,2.265344,11.8081056,1.1893056,31.14848,94.9179136,13.2239456,185,877,2404,189,179,921,42,713,461,1092,991,2867,0
6,17,1972,18.8873056,3.256432,16.2255264,6.9092992,-3.964352,10.3922656,1.840592,19.538592,93.5020736,11.9213728,176,826,2193,189,116,900,10,541,541,998,998,2710,0
6,18,1972,22.2570048,2.9449472,13.9884992,7.7588032,-1.132672,9.5427616,0.9627712,13.308896,92.2561344,7.8720704,154,776,2142,98,116,903,-11,485,585,946,946,2573,0
6,19,1972,19.1987904,2.7750464,17.273248,10.0241472,-1.6140576,9.5427616,0.6796032,10.477216,90.1606912,7.0508832,144,856,2193,189,116,869,-8,530,530,934,934,2538,0
6,20,1972,12.317808,2.6334624,14.583152,5.7766272,-3.4829664,9.2595936,0.5097024,15.007904,90.61376,8.7215744,153,753,2152,93,65,565,48,493,241,928,928,2521,0
6,21,1972,14.583152,2.3502944,5.521776,5.4934592,-6.4845472,8.1552384,0.6229696,14.441568,91.6331648,8.6083072,131,693,2080,98,116,560,-53,490,238,861,760,2248,0
6,22,1972,20.1332448,2.2087104,8.49504,8.3251392,-8.4100896,7.6172192,0.6229696,4.24752,88.5466336,8.7498912,144,684,2039,189,116,684,-2,442,392,922,670,2258,0
6,23,1972,13.6203808,2.2087104,14.441568,9.4578112,-4.1342528,7.1075168,0.5097024,5.097024,88.1501984,3.0582144,110,642,2005,98,116,452,-153,458,155,771,670,1993,0
6,24,1972,10.901968,2.4918784,14.1584,8.3251392,-5.4085088,7.9853376,0.3964352,7.362368,84.667232,5.1819744,130,665,2064,98,116,533,-1,441,239,817,615,2020,0
6,25,1972,9.5710784,2.3502944,10.6188,8.8914752,-3.2281152,9.0896928,0.424752,11.609888,85.1203008,4.4174208,133,566,1824,98,116,588,-2,441,289,796,645,2010,0
6,26,1972,12.6859264,2.2087104,9.344544,8.6083072,-3.3130656,7.6738528,0.3964352,10.477216,82.685056,3.7944512,113,542,1773,93,116,522,-1,434,233,726,676,1921,0
6,27,1972,10.7037504,2.0671264,14.583152,9.4578112,-4.4174208,7.3906848,0.1699008,12.459392,81.5807008,3.6245504,101,599,1743,189,116,724,0,405,455,742,742,2011,0
6,28,1972,5.238608,1.7839584,1.557424,7.4756352,-6.2863296,6.8243488,0.0566336,14.1584,79.9383264,3.3130656,103,449,1733,7,65,549,1,363,313,712,712,1936,0
6,29,1972,14.9512704,1.6140576,14.016816,10.194048,-6.2013792,6.5411808,0.0566336,7.362368,79.28704,4.8988064,97,578,1763,94,90,632,-50,388,388,712,712,1934,0
6,30,1972,-1.1893056,1.5007904,11.609888,3.7095008,-16.1688928,2.5201952,-0.0849504,13.592064,81.1559488,8.7498912,91,481,1923,94,69,361,-151,343,142,730,730,1982,0
7,1,1972,5.2102912,1.3875232,11.1568192,-0.2548512,-12.1195904,5.66336,0.849504,15.291072,81.6090176,8.7215744,91,496,1761,94,69,390,-58,361,159,712,712,2016,0
7,2,1972,6.512864,1.3592064,10.8736512,-0.2548512,-15.0928544,3.681184,0.2548512,13.308896,79.28704,8.6932576,95,515,1791,94,69,391,-110,328,177,712,712,2015,0
7,3,1972,6.0031616,1.1043552,5.7483104,0.8778208,-16.8768128,4.24752,-0.0566336,15.007904,77.7579328,9.1746432,76,513,1841,14,69,568,-8,284,385,700,700,1981,0
7,4,1972,7.4756352,0.849504,3.4546496,1.557424,-14.8380032,4.813856,0.3114848,9.627712,77.7012992,4.6439552,71,465,1690,69,85,585,-111,330,380,665,665,1884,0
7,5,1972,7.7021696,1.5857408,4.7572224,2.9449472,-13.1106784,4.1908864,-0.141584,10.760384,77.8712,5.4651424,71,519,1673,62,65,540,-60,273,374,655,655,1854,0
7,6,1972,5.5784096,1.699008,3.4829664,3.2281152,-3.5396,7.1924672,0.0283168,10.194048,77.6163488,1.6140576,70,429,1811,49,65,523,-80,262,363,635,635,1798,0
7,7,1972,6.5411808,0.9344544,2.4352448,6.5694976,-12.7991936,4.6156384,-0.2548512,11.043552,75.2943712,8.0419712,70,461,1652,53,47,388,-49,273,223,615,615,1741,0
7,8,1972,6.229696,1.0760384,9.9675136,5.2952416,-15.291072,4.3324704,-0.283168,7.362368,74.8696192,8.2685056,70,446,1551,53,103,418,-55,290,240,590,590,1671,0
7,9,1972,6.0031616,1.3025728,8.5799904,3.3130656,-15.7441408,4.0493024,-0.3114848,9.627712,73.9917984,8.49504,70,447,1440,58,53,391,-94,272,221,545,595,1591,0
7,10,1972,5.1536576,1.1893056,7.8437536,3.3130656,-15.57424,4.0493024,-0.3681184,11.32672,71.8397216,8.3251392,69,434,1370,43,53,431,-55,393,191,550,550,1559,0
7,11,1972,3.5396,0.9344544,12.0629568,1.8972256,-16.3387936,3.7661344,-0.3964352,11.609888,66.0347776,8.2401888,64,399,1400,53,2,487,-5,239,340,512,512,1451,0
7,12,1972,0.7645536,0.5946528,4.7572224,-0.3681184,-16.7918624,3.4829664,-0.424752,15.857408,67.7904192,6.2013792,49,397,1350,43,53,449,-100,213,314,557,507,1527,0
7,13,1972,5.8615776,0.6796032,2.4918784,-0.9344544,-18.5191872,2.0954432,-0.3681184,9.91088,69.1496256,4.7005888,59,449,1650,40,53,462,-140,256,306,507,507,1435,0
7,14,1972,6.937616,0.424752,-0.9061376,-0.9344544,-21.7473024,-1.132672,-0.6229696,3.114848,69.517744,5.9182112,54,396,1600,27,22,514,-48,94,447,499,499,1412,0
7,15,1972,7.2774176,0.2548512,3.7944512,0.2548512,-16.0273088,5.3518752,-0.5380192,1.132672,69.6310112,8.4384064,58,393,1521,25,30,438,-41,238,289,557,507,1526,0
7,16,1972,1.7556416,0.0849504,1.6423744,0.2548512,-17.8679008,1.6423744,-0.5380192,10.477216,69.8575456,8.2968224,38,385,1432,30,71,428,-86,331,230,490,540,1433,0
7,17,1972,3.1714816,0.0849504,1.6423744,-0.0283168,-17.9528512,2.7750464,-0.5946528,5.66336,69.6026944,8.0986048,57,375,1482,20,71,428,-42,170,321,525,525,1486,0
7,18,1972,2.548512,-1.6706912,-0.849504,0.1982176,-19.538592,0.4813856,-0.5946528,8.49504,69.2912096,6.2013792,31,396,1272,30,-8,567,-129,195,447,449,449,1275,0
7,19,1972,6.8526656,-0.9627712,-3.3696992,0.7645536,-19.7651264,1.1043552,-0.7928704,-4.530688,68.7248736,5.097024,40,366,1349,5,62,644,-126,211,514,407,407,1154,0
7,20,1972,4.24752,-0.2548512,2.9449472,1.0477216,-17.981168,1.6706912,-0.8211872,-2.548512,68.1868544,3.4546496,35,365,1279,19,12,558,-90,158,460,473,423,1288,0
7,21,1972,-0.2265344,-0.141584,0.1132672,0.283168,-16.9051296,1.3592064,-0.7645536,2.83168,67.2807168,3.3130656,30,317,1199,15,79,590,-131,112,515,436,436,1233,0
7,22,1972,1.699008,-0.141584,-4.4174208,1.0194048,-18.1793856,1.132672,-0.7645536,-0.566336,72.7175424,3.4546496,35,365,1307,26,-29,620,-93,132,535,457,457,1292,0
7,23,1972,4.3041536,-0.141584,3.5112832,1.5291072,-15.6025568,1.0760384,-0.70792,-0.849504,71.0185344,3.4263328,20,365,1139,20,53,529,-133,235,386,420,470,1237,0
7,24,1972,0.566336,-0.141584,3.7944512,2.265344,-17.131664,0.849504,-0.6229696,-1.41584,68.7248736,3.256432,40,366,1257,36,-24,600,-83,216,468,428,428,1214,0
7,25,1972,-0.9344544,-0.141584,0.3964352,1.6423744,-15.5459232,1.6423744,-0.6229696,4.24752,70.1407136,3.0865312,20,316,1169,26,48,605,-88,122,525,411,411,1164,0
7,26,1972,1.6140576,-0.0283168,4.530688,2.3786112,-17.5280992,0.849504,-0.6229696,-2.548512,68.2718048,3.0865312,34,363,1207,31,22,545,-88,147,449,419,419,1185,0
7,27,1972,-0.9344544,0.1699008,2.0954432,1.699008,-17.0467136,-0.0283168,-0.6512864,1.982176,67.7621024,3.3696992,19,361,1198,26,-15,623,-87,166,519,365,415,1082,0
7,28,1972,0.4813856,-0.0283168,3.9926688,2.406928,-15.4043392,1.6423744,-0.5946528,0.566336,65.8082432,4.2758368,29,310,1119,26,20,593,-87,113,517,390,390,1105,0
7,29,1972,-0.991088,-0.283168,1.982176,2.406928,-19.7934432,-0.5946528,-0.5946528,0.849504,66.9409152,4.5023712,23,311,1198,0,20,655,-127,156,559,434,384,1179,0
7,30,1972,0.991088,-0.1699008,3.8510848,1.840592,-18.7174048,0.8211872,-0.5946528,-0.283168,65.4401248,4.7572224,21,361,1077,41,-30,583,4,206,458,461,461,1299,0
7,31,1972,0.141584,-0.283168,3.398016,1.840592,-18.6041376,1.0760384,-0.566336,1.41584,64.1941856,4.7289056,13,312,1119,0,20,545,-43,117,469,356,457,1109,0
8,1,1972,-0.991088,-0.424752,0.424752,2.12376,-20.52968,-1.2459392,-0.5946528,2.548512,65.8082432,4.8704896,17,311,1191,-30,-30,568,-83,162,464,356,457,946,0
8,2,1972,0.7645536,-0.424752,6.654448,1.699008,-17.556416,1.3025728,-0.5380192,-3.964352,63.7694336,4.7289056,20,360,1070,20,15,538,-44,78,482,411,461,1024,0
8,3,1972,-2.3502944,-0.424752,4.672272,1.41584,-19.9916608,-0.6796032,-0.566336,2.548512,63.1747808,4.8421728,20,311,1181,15,15,630,-46,170,523,369,470,976,0
8,4,1972,-1.699008,-0.424752,4.389104,1.41584,-19.0288896,-0.3964352,-0.5946528,1.41584,63.1747808,5.0120736,10,311,1161,26,-35,620,-86,100,553,424,474,1055,0
8,5,1972,-1.699008,-0.424752,2.5201952,0.849504,-18.8873056,0.991088,-0.5946528,0,62.4668608,4.6439552,13,312,1112,15,25,628,-86,138,541,381,482,1005,0
8,6,1972,-0.283168,-0.3964352,3.9360352,1.132672,-18.122752,-0.991088,-0.6512864,2.265344,62.9199296,4.389104,-1,360,991,15,5,545,-89,212,414,276,478,858,0
8,7,1972,-0.849504,-0.5097024,-1.0477216,0.70792,-19.397008,-0.424752,-0.566336,0,59.9183488,4.3041536,29,273,1122,5,-5,628,-38,137,541,457,760,1369,0
8,8,1972,0.7645536,-0.5097024,-13.7902816,3.822768,-21.4358176,-0.9627712,-0.566336,-2.548512,64.562304,4.5873216,8,197,1100,36,-10,530,-74,106,459,433,1290,1850,0
8,9,1972,8.6932576,-0.7645536,3.1714816,7.220784,-19.82176,-0.6796032,-0.8211872,-18.972256,64.703888,-4.9271232,-23,197,1090,-30,0,974,-123,133,889,302,1310,1723,0
8,10,1972,-4.672272,-0.7645536,22.9932416,4.389104,-4.389104,-0.991088,-0.9061376,-13.875232,66.54448,-17.698,10,233,991,10,-5,1410,-87,122,1332,342,1300,1770,0
8,11,1972,-14.2433504,-1.4724736,10.3922656,2.548512,-2.973264,-0.991088,-0.7645536,9.627712,61.447456,-6.654448,-4,208,1112,0,-20,1015,-122,31,989,382,1290,1816,0
8,12,1972,-2.7750464,-0.7645536,-12.6859264,3.681184,-10.8170176,-0.424752,-0.849504,6.512864,60.7112192,5.2102912,-1,279,1021,0,-20,548,-82,54,508,382,1290,1815,0
8,13,1972,10.901968,-0.6512864,5.6067264,5.804944,-15.3760224,-1.0194048,-0.6512864,-10.760384,63.288048,5.8898944,-2,147,892,-5,5,545,-129,117,470,342,1300,1769,0
8,14,1972,-2.83168,-0.5097024,8.0136544,5.804944,-20.7278976,-2.6334624,-0.6229696,-8.778208,63.6278496,6.3429632,-20,197,886,21,25,548,-77,56,510,342,1300,1769,0
8,15,1972,-2.3502944,-0.0283168,8.3817728,6.088112,-27.5805632,-3.5679168,-0.5380192,-13.308896,64.1941856,6.3429632,14,189,1045,15,-15,570,-83,103,506,443,1300,1908,0
8,16,1972,-2.12376,-0.0283168,8.6649408,5.66336,-7.2774176,4.389104,-0.566336,0.849504,62.863296,-3.4546496,33,248,1233,46,35,985,121,144,901,443,1300,1908,0
8,17,1972,6.937616,0.3964352,17.6130496,6.796032,2.3219776,0.9627712,-0.1132672,-16.99008,64.0526016,-17.8962176,66,147,1114,56,10,1466,-121,205,1314,443,1300,1908,0
8,18,1972,-1.7556416,0.2548512,13.5071136,6.654448,8.6932576,0.1132672,0.3964352,-5.097024,63.7977504,-17.7546336,20,197,1174,36,20,1037,49,45,1003,443,1300,1908,0
8,19,1972,-0.8211872,0,15.1778048,6.37128,4.1908864,-2.9166304,0.0566336,-7.928704,61.5607232,-15.8007744,24,197,907,31,10,1381,-35,104,1314,402,1310,1862,0
8,20,1972,-2.7750464,0,10.9302848,6.229696,-4.3324704,-4.389104,-0.0283168,-12.459392,61.9571584,-15.7724576,22,205,982,26,-5,1406,50,154,1314,402,1310,1862,0
8,21,1972,1.557424,0.2548512,10.7887008,6.229696,20.52968,2.6617792,0.0566336,2.548512,62.5518112,-16.28216,21,155,922,32,0,1340,-40,79,1289,392,1300,1839,0
8,22,1972,0.9061376,-0.0283168,9.344544,5.238608,7.9570208,1.2176224,-0.0283168,-3.964352,62.5234944,-15.3193888,20,163,944,27,-5,1376,-76,70,1330,412,1320,1885,0
8,23,1972,2.12376,-0.1699008,11.185136,5.66336,4.530688,-0.1982176,-0.1982176,-9.061376,60.2581504,-15.291072,26,163,863,1,-15,1361,5,92,1302,312,1320,1748,0
8,24,1972,-0.8211872,-0.1699008,12.600976,6.654448,2.4352448,-2.9166304,-0.283168,-10.760384,60.0032992,-16.5936448,20,213,907,17,-25,1355,-121,54,1314,372,1330,1840,0
8,25,1972,-2.4352448,-0.283168,9.5993952,5.946528,-2.3502944,-6.6827648,-0.4530688,-13.592064,61.4757728,-17.1882976,23,163,994,22,-15,1350,-126,17,1328,422,1330,1910,0
8,26,1972,0.566336,-0.283168,9.5993952,5.946528,18.7457216,5.4651424,-0.5097024,-1.132672,60.0882496,-17.0467136,17,163,884,22,-5,1360,-131,89,1299,372,1330,1841,0
8,27,1972,0.6229696,-0.3964352,8.8631584,5.804944,4.4174208,-2.12376,-0.4530688,-5.097024,59.890032,-17.4431488,16,171,1042,1,-20,1370,-35,93,1303,372,1330,1841,0
8,28,1972,0.283168,-0.3964352,9.9958304,6.088112,8.0136544,0.6512864,-0.3681184,-6.229696,58.5308256,-17.9245344,19,171,803,22,-15,1390,-76,76,1337,382,1340,1864,0
8,29,1972,-2.9166304,-3.4546496,5.8898944,5.946528,-1.2176224,-4.3041536,-0.4530688,-8.49504,58.898944,-17.4714656,13,129,925,-6,-66,1380,-161,70,1330,372,1330,1841,0
8,30,1972,1.41584,-2.0104928,-5.804944,1.41584,-3.9360352,-7.220784,-0.5946528,-18.40592,58.3609248,-17.5847328,17,229,852,-3,-36,1390,-121,77,1338,382,1340,1864,0
8,31,1972,9.769296,-0.7645536,5.521776,2.690096,9.8825632,1.699008,-0.566336,-22.370272,58.4458752,-18.3776032,-6,179,901,18,-21,1400,-103,19,1380,291,1350,1749,0
9,1,1972,-0.424752,-0.7362368,6.088112,2.265344,3.3130656,-3.6245504,-0.5380192,-11.043552,58.2193408,-18.3209696,17,129,989,23,-26,1390,-28,14,1375,382,1340,1919,0
9,2,1972,0.424752,-0.849504,9.6560288,3.114848,5.6916768,-2.4918784,-0.4530688,-13.592064,57.2565696,-18.4342368,-9,179,848,28,-20,1390,-28,47,1358,392,1350,1943,0
9,3,1972,-1.6423744,-0.8211872,5.1253408,0.991088,2.548512,-3.822768,-0.3964352,-15.57424,57.0300352,-18.689088,16,137,893,-38,-25,1395,-69,51,1362,342,1350,1868,0
9,4,1972,4.813856,-0.7362368,10.5055328,1.840592,11.0152352,-0.2265344,-0.424752,-14.1584,57.3132032,-18.3776032,16,187,506,18,-5,1395,-108,147,1307,352,1360,1892,0
9,5,1972,-0.283168,-0.566336,13.733648,2.690096,5.521776,-3.5962336,-0.3964352,-16.706912,55.6708288,-18.547504,21,94,978,13,5,1405,-69,57,1368,301,1360,1816,0
9,6,1972,-1.41584,-0.3964352,13.45048,3.1714816,7.8437536,-2.7467296,-0.3398016,-15.007904,56.2937984,-18.8873056,14,195,1018,8,24,1415,-25,62,1373,343,1200,1729,0
9,7,1972,-1.132672,-0.5097024,12.4877088,3.681184,8.0136544,-3.7944512,-0.2548512,-16.99008,56.6052832,-25.0037344,18,145,942,23,28,1620,-30,64,1577,301,1360,1807,0
9,8,1972,-1.5007904,-0.4530688,9.9391968,3.114848,-1.132672,-5.8615776,-0.283168,-17.556416,56.3787488,-16.99008,18,203,980,13,23,1605,-110,21,1584,352,1360,1893,0
9,9,1972,4.1625696,0.0566336,10.7037504,2.265344,17.839584,0.6229696,-0.2265344,-7.645536,57.8229056,-14.724736,32,153,939,19,23,1696,17,75,1638,321,1380,1865,0
9,10,1972,5.2102912,-0.3114848,16.7352288,2.265344,6.229696,-0.2265344,-0.2265344,-13.875232,57.5397376,-15.291072,22,153,808,19,18,1640,-69,137,1548,352,1360,1894,0
9,11,1972,-0.4530688,-0.4813856,15.2061216,2.6334624,8.49504,-1.6423744,-0.141584,-11.32672,55.642512,-14.724736,19,153,808,29,36,1640,-23,74,1587,352,1360,1893,0
9,12,1972,0.8778208,-0.4530688,14.6397856,2.9166304,1.982176,-3.2281152,-0.0849504,-16.99008,56.1522144,-14.724736,8,161,932,29,10,1675,-27,99,1611,311,1370,1841,0
9,13,1972,0.2265344,-0.3964352,14.0734496,3.4829664,-3.681184,-5.3235584,-0.1699008,-18.689088,55.9539968,-11.893056,10,161,871,14,20,1680,-22,71,1634,321,1380,1866,0
9,14,1972,0.0283168,-0.3964352,10.2789984,1.7839584,3.681184,1.7839584,-0.1699008,-3.681184,56.0389472,-5.66336,14,169,887,14,10,1695,-63,113,1626,331,1390,1891,0
9,15,1972,3.4263328,-0.3398016,12.8275104,2.690096,-3.398016,-2.2087104,-0.141584,-10.760384,54.6797408,-6.796032,12,118,919,9,18,1695,-109,17,1681,392,1400,1993,0
9,16,1972,2.0104928,-0.5097024,10.4488992,1.557424,-3.398016,-2.7750464,-0.141584,-12.176224,53.3205344,-6.512864,5,169,798,14,13,1705,17,87,1650,291,1400,1841,0
9,17,1972,4.8421728,-0.424752,11.2984032,1.840592,-5.097024,-4.3607872,-0.141584,-17.839584,54.3116224,-7.645536,6,177,761,19,23,1665,-69,158,1570,281,1390,1816,0
9,18,1972,2.8599968,-0.3964352,14.9795872,2.12376,-22.370272,-5.5784096,-0.141584,-24.06928,53.7169696,5.380192,37,169,849,19,29,1715,-23,93,1656,374,1130,1712,0
9,19,1972,0.5946528,-0.2265344,11.9780064,2.406928,-10.760384,2.3786112,-0.0566336,-7.0792,56.9450848,9.344544,45,227,1178,29,54,1669,57,157,1569,351,1410,1925,0
9,20,1972,4.4740544,-0.0566336,17.3581984,1.840592,-3.964352,1.1893056,0.0566336,-15.291072,56.8035008,-2.83168,31,185,1040,25,44,1765,-24,185,1647,383,1240,1830,0
9,21,1972,4.672272,0.6796032,22.0304704,5.804944,-5.66336,4.1342528,0.5097024,-17.839584,58.8139936,-5.946528,91,235,1355,106,139,1755,256,451,1509,402,1410,2008,0
9,22,1972,2.8599968,0.9061376,19.8783936,3.822768,13.025728,4.3041536,0.6796032,-18.40592,59.748448,-8.211872,67,275,1325,146,139,2047,141,437,1799,462,1420,2119,0
9,23,1972,4.9271232,-1.7556416,25.1170016,7.78712,19.538592,16.5370112,0.70792,-5.66336,58.1627072,-9.061376,161,285,1591,146,144,1336,95,607,1061,512,1420,2196,0
9,24,1972,-1.5857408,-0.0283168,21.9172032,7.220784,13.025728,13.3655296,0.70792,5.097024,65.12864,-12.459392,229,447,1594,166,225,1365,54,763,1066,422,1430,2068,0
9,25,1972,3.2281152,-1.7556416,15.8007744,2.265344,20.104928,9.1180096,0.6229696,-8.211872,58.898944,-13.592064,123,245,959,131,31,2101,-73,569,1829,462,1420,2121,0
9,26,1972,6.4562304,-0.9061376,-9.4294944,-8.49504,-5.097024,-1.5007904,0.5380192,-16.423744,55.8124128,-9.91088,66,255,1215,75,-46,2238,53,314,2079,370,1530,2085,0
9,27,1972,20.4164128,-0.991088,24.2958144,-3.114848,13.875232,0.9061376,0.5380192,-24.918784,54.3965728,-9.91088,41,144,901,65,-69,2036,-68,306,1869,290,1450,1895,0
9,28,1972,-19.2271072,0.4813856,28.3168,1.132672,5.946528,0.3681184,0.3681184,-0.566336,53.518752,-8.211872,62,195,990,40,-74,1866,-28,160,1773,331,1440,1942,0
9,29,1972,-19.0288896,0.8778208,23.1348256,0.566336,2.265344,-0.4813856,0.3681184,6.229696,54.085088,-4.530688,77,144,950,50,-43,1855,-28,218,1730,341,1450,1966,0
9,30,1972,-13.3655296,1.2176224,36.6419392,4.530688,-1.132672,1.8972256,0.3681184,8.778208,54.1983552,10.760384,61,205,1072,50,22,1324,12,136,1245,411,1470,2092,0
10,1,1972,-21.2942336,0.7362368,40.0965888,9.8259296,-13.308896,0.5380192,0.2548512,25.48512,52.6409312,17.556416,31,211,851,17,30,1099,-26,281,936,300,1460,1830,0
10,2,1972,-16.9334464,2.12376,27.2407616,6.5694976,-11.32672,-0.849504,0.2548512,22.936608,52.5842976,9.627712,38,211,909,40,32,1109,-21,127,1034,300,1460,1830,0
10,3,1972,-4.1908864,0.7362368,24.8904672,6.7110816,-15.57424,0.2265344,0.283168,24.918784,51.8480608,23.0498752,35,209,843,35,37,832,-102,142,747,310,1470,1851,0
10,4,1972,-3.0582144,0.7362368,16.28216,5.2952416,-26.334624,-0.9344544,0.1699008,21.803936,51.3666752,25.0320512,27,211,885,40,37,827,-101,170,724,371,1480,1936,0
10,5,1972,4.389104,0.566336,10.5055328,4.7289056,-25.48512,-0.6796032,0.1982176,11.043552,49.8942016,24.4657152,31,199,695,40,27,812,59,128,733,320,1480,1874,0
